idsbr;nama_usaha;alamat_usaha;kode_wilayah;kdprov;kdkab;kdkec;kddesa;nmprov;nmkab;nmkec;nmdesa;perusahaan_id;status_perusahaan;skor_kalo;kegiatan_usaha;rank_nama;rank_alamat;history_ref_profiling_id;skala_usaha;sumber_data;latitude;longitude;latlong_status;gcid;gcs_result;allow_cancel;allow_edit;allow_flagging;latitude_gc;longitude_gc;latlong_status_gc;gc_username;kegiatan_usahanya;kategori;KBLI;hasilgc
26662736;SARIPAH;JL TANJUNG SELOR;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6InZxTlNvb25DVGMwcUNna0F5TUh2dkE9PSIsInZhbHVlIjoiM1ZPNnRSTXN2bCt3cG9HaFlVQkVqZz09IiwibWFjIjoiYzZlZTYyYjVmNmJhNzJjZTcxOWI4OWI4NjI0NTBmMjc3YWYzNGI3NDk2ZDczZGRkNTM4MDQ1YmQ0MDUyMGYxNSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 11090];;;17/11/2025;;OSS - Perorangan;-6,1798958;106,8107642;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
2675070;SINARSAHABAT INTI MAKMUR;KOMPLEK PERTOKOAN ROXY MAS BASEMENT JL KH.HASYIM ASHARI;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IkJ1d1pxSnBYanZQUEZrOGlTUnZqMFE9PSIsInZhbHVlIjoiRm9wQ1h4RDNNTklwWFJ5QXRNWE10dz09IiwibWFjIjoiNGQxMGE5YmI4MWEwMDNjOTQ1M2M0MDZiMDJjNGM3YmUxNWRiZDNjZjUxMjI0ODNkYjY1MDQxYjcyMGMwYTY5YiIsInRhZyI6IiJ9;Aktif;;;;;31/12/2025;UMKM;Dir Pajak;-6,166752815;106,8028412;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
26778133;MUHAMMAD ALI;JL.PETOJO VIY III NO.34 RT009 RW006;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IlY1VVZqTG1wdVlmN1lacEFreUp3SGc9PSIsInZhbHVlIjoiTEFZY3IzTnV1YVhVVDBwSmxESW40QT09IiwibWFjIjoiNjcyOTRhYTJkZjIzYjJhYzE3YmI1ZTljNTY3ZGJkNzlmMmQzYmRmZTNjZTBjZGQ2YTZiOGUzNjY5MDhlMGFhMCIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 47192]; [Kegiatan Usaha: -, Kategori: -, KBLI: 96990]";;;17/11/2025;;OSS - Perorangan;-6,1798951;106,810871;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
26952138;Sutarno ;JL.KAYOA DALAM NO 21 F;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6Ii9obWRRVS9aQ2tITmxYdzF2M1lVT1E9PSIsInZhbHVlIjoidG1jYTdURUEzTExadUVBL2lYRVlGQT09IiwibWFjIjoiMGFjNmYzYzcxZTE3MDY1Y2I5NGM3MjkyNGRlYjkwMTczYjQwYTg5Mzc2ZTcwMzVkN2M1YmI1NjY4N2RkMTFhNyIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 96990];;;20/11/2025;;OSS - Perorangan;-6,1678056;106,8057147;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
26969343;NUR ROHAYATI;JL. PETOJO SELATAN VII/ 45 A;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IjRDV2xGanZUMkZGNCtPRTFJSWhUU0E9PSIsInZhbHVlIjoidDlXWHhKTG95TTBvcEJ0THhuS2Rldz09IiwibWFjIjoiMjkxYjg0Yjg0ZDk1YWRiZTJmYjA3NDQ3MmUyZjk1YTc2NDM3MGFkNzc5Zjk5OGY4NTVlYTg1OTdjNjE0NzdjNiIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 49431];;;17/11/2025;;OSS - Perorangan;-6,168854;106,8086821;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
27013308;ARDIANSYAH;citarum atas no. 49 rt 018/ rw 001;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IlNBeEVLLzluZTNVaFp3VXJhYXRkN3c9PSIsInZhbHVlIjoiSGEyaFpjcXlxVGl0ZjR1NWgwcVVsZz09IiwibWFjIjoiNjAxZGNkZGM4ZDdiNWFjNzhlYTA1MzAxMjQxYTBiOTZhZDRiYmU3MDZkZDdkYjY2MzAwNWQ5ODlhMjJmZTViYyIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 81100];;;17/11/2025;;OSS - Perorangan;-6,178183959;106,8091391;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
27100354;RUSMAWATI;JL. CIDENG BARATXII;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IkEyTk4xSVhNcWttalBVU0lzL29QWVE9PSIsInZhbHVlIjoiWVZSTVhiTVRTQmZWUlFDNGJKQW1wdz09IiwibWFjIjoiOGJjMmRjY2ZkMjNhZjNhZTdhMmYwNmE4MWUxMGQ5MDY5Mzk1YTQzYTE5OWQyYjgwOTFjNWQ5MDJmYWNjOTVmZiIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 10750]; [Kegiatan Usaha: -, Kategori: -, KBLI: 11090]; [Kegia...";;;10/12/2025;;OSS - Perorangan;-6,1810923;106,8121479;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
27106317;YULIH;JL BANJARMASIN NO.2;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IlRNb0VlQkVCNmRzeUpRTzNQMlRtdmc9PSIsInZhbHVlIjoidmxSOUgzN0Z4M1MyMTgzU0dsL0E2UT09IiwibWFjIjoiYTI0MjBjMzYzYzJiNzJkZjMyNzIzY2U1NDIxM2FkM2ZkZDRmYWNlNmNlM2MxNWMyNTBiYjYxZTQ3ZWY2MzYzNyIsInRhZyI6IiJ9;Aktif;;"[Kegiatan Usaha: -, Kategori: -, KBLI: 45407]; [Kegiatan Usaha: -, Kategori: -, KBLI: 45404]; [Kegia...";;;04/12/2025;;OSS - Perorangan;-6,170688;106,8053233;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
27111127;KUSNANI;JL. CIDENG  BARAT DADAL 12;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IjJZUnpxRURiYlQyVkdQZUx5WjU0S0E9PSIsInZhbHVlIjoiYnJyTGtZZHRRQjBaeXdOdTJ2VGZpdz09IiwibWFjIjoiYzQ4ODYyMzk5MWViMzZlNThhNTRkNzk2N2ZiYjAxYTI4NDU4NzU2NmQ0MTdhMTg4NDg0NTE1MDI2MzZiNDA4YSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 47192];;;04/12/2025;;OSS - Perorangan;-6,169365;106,8082328;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
27141888;NURYATI;JL. TANJUNG SELOR NO. 29;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IjdrSFVkUWNuQmlYcmg0U2VVLzlrSkE9PSIsInZhbHVlIjoiNWwwWUZsaFRxU3kybFJlWWFxa2R6QT09IiwibWFjIjoiYzkwZTA4NjE1MGRkYjFkODVmZmU5NzUyYTgwYzJlZmJlMGM1MmE3NTQ2YzU3MTBhNTVhYzM0MjBkMTU2NjIzZiIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 55900];;;04/12/2025;;OSS - Perorangan;-6,1716146;106,8052324;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
27322094;SUHERMAN;JL. PETOJO VIY III NO. 4, ;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6ImlkcE02N0xudURsbGhDbDFrU3NLMFE9PSIsInZhbHVlIjoiM0VlOEdPNk5keUNieFpjNVVzYjlidz09IiwibWFjIjoiYzIwNDhmNjQzYTBmODkzNjg3MGQxNWQ5ZWJlZmI5YzJmZDY1MTM4ZGU3MGY3Nzc2N2UxMmE3NzcxMmM0ZTg4NiIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 47112];;;20/11/2025;;OSS - Perorangan;-6,172619;106,8077128;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
2748417;PELANGI SENTRAL KREASI;JL KH. MOCH MANSYUR;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6ImNraVcxeHdMSUhlVzAwRThyQmRVbFE9PSIsInZhbHVlIjoiMVRGNFJUaGc1N1VXTTdybC9ET0NjUT09IiwibWFjIjoiM2M1MDA3MzViOTg4YzJkODU2NTQ2MjFmYTMzMGY0NjU0ODViZDEzZjg2NGFjOGRjNDY4Yzc0NGQ4ODE0MDlmNCIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: M, KBLI: 73201];;;31/12/2025;UB;Dir Pajak;-6,1755667;106,8102148;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
27498473;MAENAH;JL. TANJUNG SELOR BARAT NO.36;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6InNHa3R6dnV0ZGZBdmFQZGg4d1pGOEE9PSIsInZhbHVlIjoieTluNkpMemZZSlBtN0NOUVBFU3NCdz09IiwibWFjIjoiMzdmYmVlMDNjZGE5NzhkNzY0OTc2N2Q0M2ZkMmJkY2I3ZDZjZGJhOWI2ZDFlMjRhZGI3YjM0YjM3MDE5ZWVjYSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 56102];;;18/11/2025;;OSS - Perorangan;-6,169217;106,803993;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
27819073;RUSMINAH;JL TANJUNG SELOR BARAT , ;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6Imx3T0JYMEppY0c2aVdKbkJNY1BnNkE9PSIsInZhbHVlIjoiREZUWklYc29CSCtmNzlZTlM2MDBlUT09IiwibWFjIjoiNmEzMTBiOTgyYTVlZDA2MTAzMGM0Yzc3YzQ5ODk1MGM5MjZiYWZlYzIwY2ZhM2E4OWRlYWI0M2NjNWYwMTQ0YSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 47249];;;18/11/2025;;OSS - Perorangan;-6,170616;106,8040472;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
27819663;MUNIFAH;JL. CIDENG BARAT DLM 12;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6InE3MVREWnVpNXd0NGNNbmZJM1liMlE9PSIsInZhbHVlIjoiMUFlcG1DZXdIUzdoZnlqc2V6UWxKQT09IiwibWFjIjoiNDdhZTg3NjQwZTg2OThjMzRmYmVjYWM3ZTgwNDFlMGE4ZmQ5MWFlOGY0OGQzNDczZDdkNDdiZjNhZDM1YTExYSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 47249];;;18/11/2025;;OSS - Perorangan;-6,180723;106,8124562;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
27848912;ANISAH;JL CIDENG BARAT DALAM XII NO 18;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IklRQ0RXN0JUNlc1TFlpVGRFL0NkQlE9PSIsInZhbHVlIjoiK2wzejhIUDJqMkNJSk5NVlJ0TkxwQT09IiwibWFjIjoiNTllYWJkN2YzZjJkZTViM2U0NTNiNTIxNDc1NWYxMzEyNjBmY2EwNTYwZTc5NWMzMTMzNGFlMzNiYmVjNDFiYyIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 11040];;;22/12/2025;;OSS - Perorangan;-6,1816788;106,8131238;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
27880395;MARIO KURNIAWAN;JL PETOJO SELATAN VII NO.45A;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6Ijg2SVA5VW9lcmpEU3Zud2grZEhGV2c9PSIsInZhbHVlIjoiTlVCNmpZbVJzY2FROXFCdnZsMElYdz09IiwibWFjIjoiODg5YjVkODZkNzlmNzc4Mzc2OTA3MTQ4MmFkOGU3YzVjZDMxN2E3NWUyY2I3MTBkODUwN2UwOTI0OTllNzhlZCIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 15129];;;18/11/2025;;OSS - Perorangan;-6,168854;106,8086821;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
27930713;RULIYANA;JL CILEUNGSIR ;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6ImtZMnByR2ZCZlFhcWoyT2piTGpubHc9PSIsInZhbHVlIjoiQ09TWGI4VjlHUTRHRjZMaHF1cE1IZz09IiwibWFjIjoiOGVlN2Y4ZmY0M2Y3YzVkNTE4NWU0MjkxZmUwMTFiMjBiMmVkZTYzMDIwMzMxNTdjMGQ0ZGIyOGRhMDVlM2ZiZSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 56304];;;08/12/2025;;OSS - Perorangan;-6,1780184;106,8114452;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
27973965;SUHARYOSO;JL. SANGEHE NO. 26, RT/RW: 009/004, ;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IkZoNnlWWGppVU0veDdpTU9HQ0dtVWc9PSIsInZhbHVlIjoiQThyeHVtKzlNUzJ0RHpLckdqTUNiZz09IiwibWFjIjoiNWNhYzNjMTY0NDlkMzczMzI5NWU0MThjYjdjYTg5ODEwMDQ3ZTk4ZDQ0NDQxZGY2NWZhOGQ4ODc1Y2M4M2Q3MyIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 82110];;;08/12/2025;;OSS - Perorangan;-6,1706223;106,8099325;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
27994527;AMIRUDIN;JL. PULO PIUN NO.14;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6Imh6L1BtaHVmMTRJaytEOEtoeFJwcGc9PSIsInZhbHVlIjoiSEY1OGVxYTNRRi9BRmM1RHNLWGNyZz09IiwibWFjIjoiNDA0MmYwYTIxNWE3Njg3ODU2ZjU2MDBhYTVkZDVjNTRhYmRjNjUwY2JlZDUwMTkwYWZmODFlYmI5ZTY5NDY5NiIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 56102];;;20/11/2025;;OSS - Perorangan;-6,1698053;106,8089783;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
28099141;SURYATI;JL. PULO PIUN VII NO. 10 RT003 RW004;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IjhvcFk5RkdHRFovTzl1WEFickZ6WXc9PSIsInZhbHVlIjoiSFZvRnhlNS9BbVlpemVaY1ZtN05ZZz09IiwibWFjIjoiMDA5Nzg5ZmRjZDAyYjUyMjIyNmI5ZGU1NmQzNzI4OGNkOWVjMDUzYzRkYzQ1OWFkODU2YTg3N2M4Y2M1YzQ2YyIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 47749];;;19/11/2025;;OSS - Perorangan;-6,1696581;106,8089811;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
28099574;SURYATI;JL TIDORE DLM II/18 A;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6ImFkT0VhQUxKYzJ6Y1hxalVsdW1aMXc9PSIsInZhbHVlIjoiVHp4RDN2S0NoYkR0b1I1Z2U5bVhFZz09IiwibWFjIjoiNWNlOTMxMDVmZWJiNjY3YTZhN2YxNWJhMmU4NzE5MmZjNDZiYzI5ZjMzOWNkNjQ1YmVkNGIyMmMxMjVlY2FhMSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 47711];;;19/11/2025;;OSS - Perorangan;-6,1666952;106,8071853;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
28138010;MULYANI;JL. KP BAKTI NO. 13;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6Ik5yeXVYZlkwam1IcmFSeEdZOWpPK1E9PSIsInZhbHVlIjoid2gwMnM3L1FvdWVoZWlPTXd5RDBodz09IiwibWFjIjoiNmE0ZmM3YjhmY2M2N2FiMmE2MjIyODhmMzVkNTk2MWU4ZGRhZWM0MGZlMjU4ZGJmM2Y5MGE5ODYwNzFjMTRmYyIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 56102];;;30/12/2025;;OSS - Perorangan;-6,1800655;106,8108228;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
28163641;Sri lestari;Jl Citarum Atas Rt17 Rw1;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IjQvUWJBTHZiSW16TjN4cXZnQy9RRlE9PSIsInZhbHVlIjoiTkp3TUl3TkNORTFqWUFUTldkZ0xtdz09IiwibWFjIjoiYjNlNGE2N2FkN2U5ZGUyZGIzOWQzMDcxMTYzOWM2NzUyMGRhNzE1Nzg2NDY0YWYxNmEzNzdjMmU5NzFjNjYzNiIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 46339];;;19/11/2025;;OSS - Perorangan;-6,180966322;106,8102764;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
28173134;SUTRISNO;JL. BELAWAN NO. 73 RT011 RW003;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6Im9PYzg1MStGZnhyeUR5bG9iVUYzM1E9PSIsInZhbHVlIjoiWXFMZGpvOWVoRC9WTk9HbDZoTmVOZz09IiwibWFjIjoiMTA5NzJjMmJmODE3ZTY5NzQwN2NiOGRlNGNkMjg5OWZiZTRhM2M2NTA0NzVmNWIyMTlmYTNlMmNlMjMwNDI4ZSIsInRhZyI6IiJ9;Aktif;;;;;31/12/2025;;OSS - Perorangan;-6,175446316;106,8072091;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
28178479;SUMINAH;JL.KP BAKTI VII/47;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6Ijk5dVI1MC8ycG5NcWhzZFdHNVBkNmc9PSIsInZhbHVlIjoiV0w4NTRjYXRHS3picWJ3UWw5R0p3dz09IiwibWFjIjoiOTlkMWU0NzE1NzcyNWY5ZmMwNjY5ODkwZTdkMzYwNDk0ZGI5MzNiNTg3ODVhZmMyNGEwZjIzNTk1YzlmM2JlZCIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 47814];;;10/12/2025;;OSS - Perorangan;-6,1703301;106,8105361;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
28238878;Titin supriatin;Kp Buaran Rt3 Rw2;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IjhOcHJ6bVlJWU4raTNpL0FaWkMwRXc9PSIsInZhbHVlIjoibW5aVkd1bk80Q0wwaTdPK0M1UlJwQT09IiwibWFjIjoiODRjNjc3ODY0ODA3ZTNkN2I3ODg1MDEyNzRhYTA0NTUwYTBkMmE5NmRiYjYwNjFmZTJjMGQwYzI4MjQ1N2MwZSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 11040];;;19/11/2025;;OSS - Perorangan;-6,173214636;106,8108106;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
28239382;Windarsih;JL TIDORE DLM II NO 18A RT 010 RW 005 KEL.CIDENG KEC.GAMBIR;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IjdSWmRxZWl5RStOYlR6QktJWFIxaEE9PSIsInZhbHVlIjoiQkFLUnZGSmhndStNR3NPdmtJd0F6QT09IiwibWFjIjoiMTNmOGU3ZmNmMjNjMGU0ZWM2Mzk2ZGQzMTA1OGU1NDQ4OWVjZjdjOGMxODYzZTM5MzgyZGY3NzQwMzI3ZmJjOSIsInRhZyI6IiJ9;Aktif;;;;;31/12/2025;;OSS - Perorangan;-6,166789252;106,8053272;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
28239801;Supinah;Jl Makian Dalam No.19 E Rt.008/rw.005;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6Ik8zMU5lSk02YW5Wa3J3eWE3Sm1DQ3c9PSIsInZhbHVlIjoiRHFORjVkTFQyMEk3bWY0R3BUMHVFUT09IiwibWFjIjoiNmJjMGQ4NzBlNWFiNjczZmMxNjM3YTJkM2VlZGUyYWFhZjEzNWYzNjA4OTAzOTYyZjg3ZDBlMDUzNTY1OWM0ZSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 11040];;;19/11/2025;;OSS - Perorangan;-6,167342198;106,8057447;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
28258094;Murningsih;Jl Petojo Viy;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6Ik9NUk13YnI0U3ZVWFZySzBQeTVvN1E9PSIsInZhbHVlIjoibk5RNlo0dXJHOWNrZ3MzUjhObGV2Zz09IiwibWFjIjoiYTUyZWIxYmRjNTljMDRlOTRiZDcwOGZkYTFjNGIyNjI4NTk3ZGU3Zjk2OWQ4Mzg2NTJhZGRiZjEwNjBlMzZkNCIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 10799];;;20/11/2025;;OSS - Perorangan;-6,1696337;106,8046531;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
2828170;PILAR SOLUSI UTAMA;KOMPLEK RUKO ROXY MAS, JL KH HASYIM ASHARI;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6ImZGVEgwb1QvY1hqTlQ5QVhPSHFtQVE9PSIsInZhbHVlIjoiRGhHNkVkb1h0bnV6b1hqcXBVNXFvdz09IiwibWFjIjoiYTZhNmM2MzRjMmQzNThmYzcxOThiOGIxMzgzMzMwNjBiNDM2ZjBlNjBmM2ZhNDIwNWVhZTRlOTAxMmQ0ZjBjNSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: J, KBLI: 62090];;;31/12/2025;UB;Dir Pajak;-6,168076038;106,8079834;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
2837813;GRAHATAMA KARYA KONSTRUKSI;KOMPLEK RUKO ROXY MAS BLOK D.3 NO. 33, JL KH HASYIM ASHARI;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6Im9PTGVZS1VaK1E4Ym9KUXJja3Z6b0E9PSIsInZhbHVlIjoiWkl2MUl3NHNHeHNaQ05aVGxLT0t1QT09IiwibWFjIjoiMTAxODU3Y2JkZjE2YzBlMTAwNDdmMTVhYTk3YjZmYWQyNjNkM2I3NjZmNDU1M2NjMWQ2NmQ3ZGI3NDY2MzMxMSIsInRhZyI6IiJ9;Aktif;;;;;31/12/2025;UMKM;Dir Pajak;-6,166789055;106,8045807;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
28443748;LISNAWATI;JL. PANE NO. 27 RT 002/RW 003, ;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6Ik4wOXVrd3F3Y3Q0S3JFbXdqV255Tnc9PSIsInZhbHVlIjoiQjJGczdYOFFvaGlxVU5CR1YvVGRIUT09IiwibWFjIjoiNjliMzNkMzBmNDAyNzk2NTc4MGJkNzI2NGI5NWQ3NzA0ZjBkNTA2NzMxOGMzYTA1OTYyYTRlZjI3OWE1ODBkMCIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 10710];;;19/11/2025;;OSS - Perorangan;-6,17398;106,8075247;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
28543764;SUPARNI;JL. TANJUNG SELOR BARAT;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IkZKSXJoQ1UyQU5xODBwSmhxMDVhTmc9PSIsInZhbHVlIjoiR0kySUZ0UDdKU3l0SlZXYUlPOFNPZz09IiwibWFjIjoiZDZhMjNjYzc3MmNhNzM5MjkwMjU4ZmM5ZGQyZGZiNzdmNjg4NTUxODAyNmQ0MzY2MTU4OTY3Nzc5ODQ5Zjg3NyIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 56103];;;30/12/2025;;OSS - Perorangan;-6,1701579;106,8040702;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
28774248;SURYANI;JL. CITARUM ATAS NO.10;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IiswQ0VFM0FZUjhwKzRMdFUyK3FvS1E9PSIsInZhbHVlIjoiUDdNVVJQMGZkaTA3WE9BUnpEa3VYdz09IiwibWFjIjoiMjFiMWNmNTNkZWFlNWFmYmNjNWJjOTU1ZWYxNGFlODlmNWYwODQ3MDk3MDg5Yjk3Yjg4YjkwNGVjNjNhOWI5MyIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 47513];;;19/11/2025;;OSS - Perorangan;-6,1780875;106,8097144;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
28803987;DEWI HARIYANTI ;JL CITARUM ATAS NO.30 RT18/01;3173080001;31;73;80;1;DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;eyJpdiI6IkdBeE9iNE9qZWwweStNZWswdWpsM1E9PSIsInZhbHVlIjoiT2ZETVFXQzg0N3dPd25jQm5LczdXdz09IiwibWFjIjoiNDhlY2QwZTNhNzg3NmI2YmYxZTI0MmZmZDFkOGI0MGE5OWJlZTc0OWQ2NTU1ZjEzZTlkNDg1ZTEyZTNlMjE3NSIsInRhZyI6IiJ9;Aktif;;[Kegiatan Usaha: -, Kategori: -, KBLI: 47829];;;19/11/2025;;OSS - Perorangan;-6,178183959;106,8091391;valid;;;FALSE;FALSE;TRUE;;;invalid;;;;;4
